Observateur,Nom scientifique,Y,X,Altitude
Enna,Lasiommata maera,43.70275,5.976838,554.50531005859375
Enna,Acmaeoderella flavofasciata,43.645655,5.976301,555.97845458984375
Enna,Calocoris roseomaculatus,43.645655,5.976301,555.97845458984375
Enna,Chrysomela bankii,43.519067,5.58575,428.32318115234375
Enna,Propylea quatuordecimpunctata,43.519067,5.58575,428.32318115234375
Enna,Plebejus argus,43.526711,5.568969,397.9312438964844
Enna,Anthaxia thalassophila,43.51922,5.586289,430.0649719238281
Enna,Myopa dorsalis,43.52357,5.584656,550.746337890625
Enna,Hemaris tityus,43.674546,5.870756,435.8861083984375
Enna,Acmaeodera degener,43.589447,5.632246,504.973876953125
Enna,Odontotarsus purpureolineatus,43.587753,5.628603,537.95733642578125
Enna,Cydnus aterrimus,43.587753,5.628603,537.95733642578125
Enna,Parexochomus nigromaculatus,43.587753,5.628603,537.95733642578125
Enna,Opsilia coerulescens,43.589447,5.632246,504.973876953125
Enna,Pieris brassicae,43.84503,6.230366,943.09466552734375
Enna,Melitaea celadussa,43.84503,6.230366,943.09466552734375
Enna,Pijnackeria masettii,43.84503,6.230366,943.09466552734375
Enna,Heliophanus tribulosus,43.702718,6.006642,434.4194641113281
Enna,Maniola jurtina,43.563599,6.176497,438.1510314941406
Enna,Pyrrhosoma nymphula,43.564884,6.183227,364.6562194824219
Enna,Argynnis paphia,43.666237,5.875112,448.3695373535156
Enna,Zygaena filipendulae,43.666237,5.875112,448.3695373535156
Enna,Fallenia fasciata,43.666237,5.875112,448.3695373535156
Enna,Agapanthia cardui,43.666237,5.875112,448.3695373535156
Enna,Urophora solstitialis,43.666237,5.875112,448.3695373535156
Enna,Ptosima undecimmaculata,43.665454,5.887386,448.1456604003906
Enna,Acmaeodera pilosellae,43.66661,5.886077,450.72222900390625
Enna,Ventocoris rusticus,43.66623,5.886914,447.7899475097656
Enna,Centrocoris spiniger,43.666237,5.875112,448.3695373535156
Enna,Brachycarenus tigrinus,43.666237,5.875112,448.3695373535156
Enna,Brachycoleus triangularis,43.66623,5.886914,447.7899475097656
Enna,Rhinusa tetra,43.66623,5.886914,447.7899475097656
Enna,Deraeocoris ribauti,43.666237,5.875112,448.3695373535156
Enna,Sphedanolestes lividigaster,43.66623,5.886914,447.7899475097656
Enna,Zygaena trifolii,43.653744,5.908784,423.3417053222656
Enna,Oedemera flavipes,43.645029,5.846842,339.0635070800781
Enna,Vadonia unipunctata,43.653573,5.905823,426.08221435546875
Enna,Anthaxia hypomelaena,43.646884,5.848462,345.6350402832031
Enna,Anthaxia confusa,43.653829,5.904589,429.3902893066406
Enna,Rhodostrophia calabra,43.653699,5.89932,424.77593994140625
Enna,Aelia notata,43.653699,5.89932,424.77593994140625
Enna,Tylopsis lilifolia,43.654102,5.871003,431.5694580078125
Enna,Mantis religiosa,43.654102,5.871003,431.5694580078125
Enna,Acmaeodera bipunctata,43.656664,5.862029,379.0955810546875
Enna,Anthaxia fulgurans,43.642192,5.85931,367.02923583984375
Enna,Myrmilla capitata,43.643573,5.862015,386.41961669921875
Enna,Adelphocoris quadripunctatus,43.678058,5.906679,478.0182189941406
Enna,Clytus rhamni,43.677387,5.904091,474.0664367675781
Enna,Stagonomus amoenus,43.677543,5.906815,477.5291442871094
Enna,Eilema lurideola,43.677543,5.906815,477.5291442871094
Enna,pyrgus,44.085839,6.303054,866.31304931640625
Enna,Melitaea parthenoides,44.085839,6.303054,866.31304931640625
Enna,Diaperis boleti,44.085839,6.303054,866.31304931640625
Enna,Cilix glaucata,44.085711,6.30288,864.19671630859375
Enna,Sphinx pinastri,44.085711,6.30288,864.19671630859375
Enna,Saturnia pyri,44.085711,6.30288,864.19671630859375
Enna,Diacrisia sannio,44.085711,6.30288,864.19671630859375
Enna,Aphelia ferugana,44.085711,6.30288,864.19671630859375
Enna,Deilephila porcellus,44.085711,6.30288,864.19671630859375
Enna,Calliteara pudibunda,44.085711,6.30288,864.19671630859375
Enna,Pheosia tremula,44.085711,6.30288,864.19671630859375
Enna,Dendrolimus pini,44.085711,6.30288,864.19671630859375
Enna,Zygaena fausta,44.085711,6.30288,864.19671630859375
Enna,Diloba caeruleocephala,44.085464,6.307161,916.71746826171875
Enna,Ematurga atomaria,44.085464,6.307161,916.71746826171875
Enna,Raphidia ophiopsis,44.067536,6.319612,1166.2816162109375
Enna,Zygaena lonicerae,44.068458,6.321447,1214.0179443359375
Enna,Rhagium inquisitor,44.06796,6.324472,1250.3580322265625
Enna,Hamearis lucina,44.06796,6.324472,1250.3580322265625
Enna,Pieris napi,44.06796,6.324472,1250.3580322265625
Enna,Cupido alcetas,44.06796,6.324472,1250.3580322265625
Enna,Lasiommata petropolitana,44.0671,6.32503,1265.236328125
Enna,Erebia triarius,44.066779,6.332925,1613.8607177734375
Enna,Parnassius mnemosyne,44.066819,6.332603,1606.23046875
Enna,Aglia tau,44.064229,6.329868,1532.0927734375
Enna,Parnassius apollo,44.066819,6.332603,1606.23046875
Enna,Thanasimus formicarius,44.065437,6.324757,1298.84814453125
Enna,Hemaris fuciformis,44.108775,6.227035,657.45623779296875
Enna,Zygaena transalpina,44.108632,6.227059,655.38787841796875
Enna,Euproctis chrysorrhoea,44.10863,6.226871,661.806396484375
Enna,Lymantria dispar,44.12118,6.223727,722.3831787109375
Enna,Zygaena sarpedon,43.679456,5.87688,445.744140625
Enna,Argynnis pandora,43.672934,5.879801,451.1732482910156
Enna,Synaphe bombycalis,43.67288,5.875432,441.3641357421875
Enna,Satyrium spini,43.67229,5.874699,445.1732177734375
Enna,Actenodia billbergi,43.672574,5.874848,442.97528076171875
Enna,Hycleus polymorphus,43.672574,5.874848,442.97528076171875
Enna,Thymelicus sylvestris,43.561464,5.80037,544.05816650390625
Enna,Carcharodus baeticus,43.561464,5.80037,544.05816650390625
Enna,Brenthis hecate,43.561464,5.80037,544.05816650390625
Enna,Satyrium ilicis,43.561464,5.80037,544.05816650390625
Enna,Odontotarsus robustus,43.56192,5.800244,539.90203857421875
Enna,Stenopterus rufus,43.561741,5.800831,546.6358642578125
Enna,Tachina grossa,43.562684,5.803797,567.398193359375
Enna,Fabriciana niobe,43.562022,5.803104,560.6112060546875
Enna,Chamaesphecia empiformis,43.563066,5.805063,569.2940673828125
Enna,Agapanthia asphodeli,43.565856,5.811263,572.60699462890625
Enna,Ephippiger provincialis,43.565856,5.811263,572.60699462890625
Enna,Hadroplontus trimaculatus,43.562047,5.803828,564.56036376953125
Enna,Libelloides longicornis,43.568511,5.821654,581.427001953125
Enna,Purpuricenus budensis,43.568814,5.820898,579.15673828125
Enna,Graphosoma italicum,43.566866,5.814348,585.1138916015625
Enna,Graphosoma semipunctatum,43.566866,5.814348,585.1138916015625
Enna,Lucanus cervus,43.56846,5.82086,584.36151123046875
Enna,Gryllotalpa vineae,43.588627,6.161984,384.2220153808594
Enna,Mogoplistes brunneus,43.591725,6.16542,397.92279052734375
Enna,Nemophora metallica,43.677557,5.888538,441.2367858886719
Enna,Chlorophorus figuratus,43.656505,5.80885,465.7483215332031
Enna,Rutpela maculata,43.656505,5.80885,465.7483215332031
Enna,Stictoleptura fulva,43.656505,5.80885,465.7483215332031
Enna,Centrotus cornutus,43.655837,5.805857,443.8376770019531
Enna,Pyronia bathseba,43.560356,6.177397,432.06317138671875
Enna,Onychogomphus uncatus,43.540447,6.287286,390.989501953125
Enna,Melanargia galathea,43.568817,6.258067,279.1038818359375
Enna,Trichodes apiarius,43.738895,6.426827,989.30621337890625
Enna,Clytra laeviuscula,43.738895,6.426827,989.30621337890625
Enna,Clytus arietis,43.735023,6.4402,982.57952880859375
Enna,Philipomyia aprica,43.735023,6.4402,982.57952880859375
Enna,Lasiopa tsacasi,43.735023,6.4402,982.57952880859375
Enna,Omocestus viridulus,43.758348,6.444324,752.64617919921875
Enna,Saitis barbipes,43.560356,6.177397,432.06317138671875
Enna,Polyommatus dorylas,43.75956,6.269481,1395.9849853515625
Enna,Haematoloma dorsata,43.760955,6.273408,1440.43603515625
Enna,Malacosoma castrensis,43.760629,6.268483,1381.9200439453125
Enna,Melanocoryphus albomaculatus,43.761001,6.268462,1375.7694091796875
Enna,Hyles euphorbiae,43.58771,6.182916,458.5372619628906
Enna,Tibicina garricola,43.604248,6.290392,666.3736572265625
Enna,Stictoleptura cordigera,43.882583,4.4324,120.96507263183594
Enna,Palpares libelluloides,43.882708,4.432668,121.7722396850586
Enna,Chorthippus vagans,43.882583,4.4324,120.96507263183594
Enna,Zygaena erythrus,43.882708,4.432668,121.7722396850586
Enna,Melanargia lachesis,43.882583,4.4324,120.96507263183594
Enna,Brintesia circe,43.882583,4.4324,120.96507263183594
Enna,Coenonympha dorus,43.931639,4.341778,169.715087890625
Enna,Satyrium esculi,43.927629,4.337932,153.6591033935547
Enna,Charaxes jasius,43.931897,4.341703,168.4258575439453
Enna,Netocia oblonga,43.935622,4.340344,142.83680725097656
Enna,Mylabris quadripunctata,43.935491,4.340539,144.37994384765625
Enna,Mylabris variabilis,43.935491,4.340539,144.37994384765625
Enna,Brenthis daphne,43.706927,6.112948,509.6435852050781
Enna,Platycleis albopunctata,43.708238,6.11371,529.0709228515625
Enna,Chlorophorus trifasciatus,43.71367,6.120626,526.4854736328125
Enna,Urophora jaceana,43.718073,6.1397,669.4501953125
Enna,Stenurella bifasciata,43.718073,6.1397,669.4501953125
Enna,Thymelicus acteon,43.679259,6.159928,609.8094482421875
Enna,Polyommatus escheri,43.685934,6.167863,660.9166259765625
Enna,Ruptela maculata,43.685934,6.167863,660.9166259765625
Enna,Orthetrum brunneum,43.686261,6.168526,663.2542724609375
Enna,Omocestus raymondi,43.568289,6.093924,483.8240051269531
Enna,Tettigometra laeta,43.568289,6.093924,483.8240051269531
Enna,Stenotus binotatus,43.685934,6.167863,660.9166259765625
Enna,Loboptera decipiens,43.565586,6.101842,453.5966796875
Enna,Oedaleus decorus,43.582141,6.101504,462.03143310546875
Enna,Psacasta tuberculata,43.582141,6.101504,462.03143310546875
Enna,Gomphus simillimus,43.581224,6.1040469999999996,475.0970458984375
Enna,Euchorthippus elegantulus,43.567302,6.096156,474.5763244628906
Enna,Oedipoda germanica,43.56519,6.101606,452.5913391113281
Enna,Hipparchia semele,43.70852,6.153896,702.35284423828125
Enna,Cynaeda dentalis,43.704614,6.151782,666.08154296875
Enna,Dictyophara europaea,43.728405,6.115744,554.4345703125
Enna,Adelphocoris vandalicus,43.728405,6.115744,554.4345703125
Enna,Ethmia bipunctella,43.690683,6.22065,672.987548828125
Enna,Dictyla echii,43.690683,6.22065,672.987548828125
Enna,Mogulones geographicus,43.690683,6.22065,672.987548828125
Enna,Divales bipustulatus,43.728405,6.115744,554.4345703125
Enna,Gomphus pulchellus,43.736645,6.598197,1047.70849609375
Enna,Aelia acuminata,43.722751,6.603146,939.24163818359375
Enna,Orthetrum cancellatum,43.720725,6.586546,910.79296875
Enna,Ceriagrion tennelum,43.720645,6.586703,910.47381591796875
Enna,Ectophasia leucoptera,43.716166,6.53045,822.80389404296875
Enna,Ectophasia crassipennis,43.716166,6.53045,822.80389404296875
Enna,Carpocoris pudicus,43.716166,6.53045,822.80389404296875
Enna,Macrotylus herrichi,43.716166,6.53045,822.80389404296875
Enna,Calopteryx virgo,43.715631,6.520499,817.5753173828125
Enna,Platycnemis latipes,43.430572,6.124867,197.84939575195312
Enna,Zygaena carniolica,43.90159,6.250999,1607.9697265625
Enna,Erebia meolans,43.901281,6.252651,1635.84423828125
Enna,Tessellana tessellata,43.386474,6.361235,100.73523712158203
Enna,Cicada orni,43.386694,6.361017,99.96488952636719
Enna,Cicadatra atra,43.386694,6.361017,99.96488952636719
Enna,Crocothemis erythraea,43.387188,6.360816,97.64695739746094
Enna,Onychogomphus forcipatus,43.387188,6.360816,97.64695739746094
Enna,Dociostaurus maroccanus,43.386144,6.361103,102.8001708984375
Enna,Megascolia maculata,43.387099,6.361028,97.71625518798828
Enna,Argiope bruennichi,43.386978,6.362197,97.41923522949219
Enna,Trithemis annulata,43.387703,6.361736,98.085052490234375
Enna,Sympetrum fonscolombii,43.387188,6.360816,97.64695739746094
Enna,Deleproctophylla dusmeti,43.386569,6.361446,99.24117279052734
Enna,Macronemurus appendiculatus,43.386569,6.361446,99.24117279052734
Enna,Lestes virens,43.383789,6.366499,95.00150299072266
Enna,Decticus albifrons,43.386128,6.36246,98.23682403564453
Enna,Calliptamus wattenwylianus,43.38287,6.366484,96.763153076171875
Enna,Calopteryx haemorrhoidalis,43.503871,5.907238,280.09735107421875
Enna,Cordulegaster boltonii,43.503871,5.907238,280.09735107421875
Enna,Thymelicus lineola,43.736192,6.664798,1228.36474609375
Enna,Psacasta exanthematica,43.737121,6.675292,1284.365478515625
Enna,Dysgonia algira,43.736192,6.664798,1228.36474609375
Enna,Pachythelia villosella,43.717053,6.51336,829.76251220703125
Enna,Lyristes plebejus,43.664371,5.955779,510.6357116699219
Enna,Eurygaster hotentotta,43.676069,5.840231,405.0984802246094
Enna,Zygaena occitanica,43.676069,5.840231,405.0984802246094
Enna,Anechura bipunctata,44.1407684,6.683225,1939.5135498046875
Enna,Agriades glandon,44.1406633,6.68327667,1939.651123046875
Enna,Erebia alberganus,44.140714,6.683699,1941.1011962890625
Enna,Aculepeira ceropegia,44.142554,6.68342,1936.8843994140625
Enna,Lycaena hippothoe,44.1431267,6.6834267,1937.1024169921875
Enna,Phengaris arion,44.1431267,6.6834267,1937.1024169921875
Enna,Lycaena tityrus,44.1431267,6.6834267,1937.1024169921875
Enna,Pieris bryoniae,44.14339,6.683222333,1937.1221923828125
Enna,Stauroderus scalaris,44.14307,6.684611,1954.3836669921875
Enna,Aglais io,44.1431167,6.68494333,1965.897216796875
Enna,Melitaea diamina,44.143055,6.683871,1941.2529296875
Enna,Pyrgus carthami,44.143355,6.683656,1941.046142578125
Enna,Eumedonia eumedon,44.1882383,6.65749833,1711.7042236328125
Enna,Monochamus sutor,44.140714,6.683699,1941.1011962890625
Enna,Brachyta interrogationis,44.14307,6.684611,1954.3836669921875
Enna,Potosia cuprea,44.143355,6.683656,1941.046142578125
Enna,Perla grandis,44.140714,6.683699,1941.1011962890625
Enna,Carilia virginea,44.15653,6.656681667,1649.0345458984375
Enna,Phytoecia affinis,44.15653,6.656681667,1649.0345458984375
Enna,Anthophila fabriciana,44.18970833,6.660436667,1711.61279296875
Enna,Araniella alpica,44.18970833,6.660436667,1711.61279296875
Enna,Nemophora ochsenheimerella,44.18970833,6.660436667,1711.61279296875
Enna,Molorchus minor,44.190293,6.661617,1713.7174072265625
Enna,Obrium brunneum,44.190293,6.661617,1713.7174072265625
Enna,Catastia marginea,44.191201,6.664396,1716.0592041015625
Enna,Boloria titania,44.191201,6.664396,1716.0592041015625
Enna,Coenonympha glycerion,44.191201,6.664396,1716.0592041015625
Enna,Erebia euryale,44.188047,6.655534,1704.060791015625
Enna,Dinoptera collaris,44.18488167,6.665431667,1861.487548828125
Enna,Stictoleptura hybrida,44.18488167,6.665431667,1861.487548828125
Enna,Sternodontus obtusus,44.182025,6.67255833,1941.368896484375
Enna,Phengaris alcon,44.187508,6.652755,1680.3505859375
Enna,Hoplia argentea,44.183025,6.67244,1914.600830078125
Enna,Sphiximorpha subsessilis,44.181115,6.627622,1246.718017578125
Enna,Arctia plantaginis,44.1870167,6.65206167,1685.5540771484375
Enna,Lasionycta imbecilla,44.187475,6.65287,1681.329833984375
Enna,Aeshna juncea,44.1684467,6.62715667,1544.956787109375
Enna,Papilio alexanor,44.079362,6.569525,1098.87744140625
Enna,Celonites abbreviatus,44.079362,6.569525,1098.87744140625
Enna,Pterostoma palpina,44.652815,6.570114,1106.67529296875
Enna,Platycleis affinis,43.673154,5.875944,441.50067138671875
Enna,Calliptamus italicus,43.408323,5.483452,580.67291259765625
Enna,Calliptamus barbarus,43.408323,5.483452,580.67291259765625
Enna,Ramburiella hispanica,43.406633,5.48623,572.1171875
Enna,Euchorthippus chopardi,43.406633,5.48623,572.1171875
Enna,Satyrus actaea,43.404093,5.488735,595.2528076171875
Enna,Chorthippus brunneus,43.388907,5.492976,342.7275390625
Enna,Omocestus rufipes,43.388907,5.492976,342.7275390625
Enna,Pyronia cecilia,43.388572,5.493095,341.77545166015625
Enna,Argiope lobata,43.38892,5.49866,376.1977233886719
Enna,Sphingonotus caerulans,43.393541,5.505768,503.0233154296875
Enna,Platycleis intermedia,43.395618,5.506479,495.1203918457031
Enna,Arachnocephalus vestitus,43.387267,5.488435,328.54217529296875
Enna,Oedipoda caerulescens,43.380827,5.484302,339.9073486328125
Enna,Satyrus ferula,43.844336,6.237939,922.270263671875
Enna,Fabriciana adippe,43.843782,6.2323,897.71142578125
Enna,Zygaena hilaris,43.846234,6.242783,957.2099609375
Enna,Celes variabilis,44.213302,3.276515,883.19757080078125
Enna,Stenobothrus lineatus,44.213302,3.276515,883.19757080078125
Enna,Stenobothrus nigromaculatus,44.212341,3.3306,959.40570068359375
Enna,Oecanthus pellucens,44.212341,3.3306,959.40570068359375
Enna,Lestes barbarus,44.179263,3.367419,918.54803466796875
Enna,Anax imperator,44.179263,3.367419,918.54803466796875
Enna,Lestes dryas,44.179263,3.367419,918.54803466796875
Enna,Sympetrum sanguineum,44.179263,3.367419,918.54803466796875
Enna,Aphantopus hyperantus,44.179263,3.367419,918.54803466796875
Enna,Tetrix ceperoi,44.179263,3.367419,918.54803466796875
Enna,Enallagma cyathigerum,44.179263,3.367419,918.54803466796875
Enna,Speyeria aglaja,44.179263,3.367419,918.54803466796875
Enna,Libellula depressa,44.179263,3.367419,918.54803466796875
Enna,Arcyptera microptera carpentieri,44.231254,3.383063,964.64373779296875
Enna,Euchorthippus declivus,44.209703,3.281298,864.89990234375
Enna,Myrmeleotettix maculatus,44.217629,3.274319,900.44085693359375
Enna,Polyommatus dolus,44.315448,3.393762,970.5968017578125
Enna,Polyommatus damon,44.315009,3.39377,966.80718994140625
Enna,Polyommatus amandus,44.31407,3.393021,957.54119873046875
Enna,Bicolorana bicolor,44.314357,3.393378,961.97802734375
Enna,Aculepeira armida,44.314357,3.393378,961.97802734375
Enna,Lycosa tarantula,44.222238,3.271808,936.62774658203125
Enna,Zygaena ephialtes,44.291977,5.989568,766.7833251953125
Enna,Pyronia tithonus,44.291977,5.989568,766.7833251953125
Enna,Ochlodes sylvanus,44.291977,5.989568,766.7833251953125
Enna,Euthystira brachyptera,44.115178,5.833301,1584.5389404296875
Enna,Podisma amedegnatoae,44.120548,5.801224,1750.9951171875
Enna,Omocestus petraeus,44.122164,5.801586,1787.3623046875
Enna,Anonconotus ghiliani,44.123281,5.798453,1801.975341796875
Enna,Arcyptera fusca,44.115943,5.787486,1667.904296875
Enna,Pyrausta aurata,44.089835,5.792979,1240.1739501953125
Enna,Volucella pellucens,44.11524,5.833231,1583.9677734375
Enna,Oryctes nasicornis,44.197353,5.942696,516.60772705078125
Enna,Odezia atrata,44.719088,6.903179,2024.2353515625
Enna,Pyrgus carlinae,44.719088,6.903179,2024.2353515625
Enna,Aricia nicias,44.719088,6.903179,2024.2353515625
Enna,Selatosomus amplicollis,44.719088,6.903179,2024.2353515625
Enna,Pontia callidice,44.685682,6.98159,2757.29248046875
Enna,Coccinella venusta,44.685682,6.98159,2757.29248046875
Enna,Erebia pandrose,44.685826,6.981473,2754.4990234375
Enna,Cicindela gallica,44.685826,6.981473,2754.4990234375
Enna,Boloria pales,44.685682,6.98159,2757.29248046875
Enna,Pyrgus cacaliae,44.685682,6.98159,2757.29248046875
Enna,Erebia pluto,44.685414,6.982698,2771.33642578125
Enna,Psodos alticolaria,44.685433,6.982349,2771.552978515625
Enna,Chrysomela lapponica,44.685894,6.982,2764.630615234375
Enna,Casside,44.685692,6.981624,2757.84912109375
Enna,Erebia aethiopellus,44.685692,6.981624,2757.84912109375
Enna,Erebia mnestra,44.685692,6.981624,2757.84912109375
Enna,Aterpia anderreggana,44.685692,6.981624,2757.84912109375
Enna,Pyrgus,44.691467,6.970652,2563.04638671875
Enna,Zygaena exulans,44.691467,6.970652,2563.04638671875
Enna,Euphydryas cynthia,44.691467,6.970652,2563.04638671875
Enna,Parnassius corybas,44.691539,6.970069,2555.704345703125
Enna,Melitaea varia,44.691539,6.970069,2555.704345703125
Enna,Polyommatus eros,44.691539,6.970069,2555.704345703125
Enna,Gomphocerus sibiricus,44.691539,6.970069,2555.704345703125
Enna,Erebia epiphron,44.692626,6.969956,2584.237060546875
Enna,Erebia arvernensis,44.692626,6.969956,2584.237060546875
Enna,Pyrgus,44.692626,6.969956,2584.237060546875
Enna,Cataclysme riguata,44.673347,6.637311,915.607177734375
Enna,Catoptria pinella,44.673347,6.637311,915.607177734375
Enna,Colostygia olivata,44.673347,6.637311,915.607177734375
Enna,Epirrhoe galiata,44.673347,6.637311,915.607177734375
Enna,Idaea moniliata,44.673347,6.637311,915.607177734375
Enna,Celypha flavipalpana,44.673347,6.637311,915.607177734375
Enna,Eudonia lacustrata,44.673347,6.637311,915.607177734375
Enna,Gastropacha quercifolia,44.673347,6.637311,915.607177734375
Enna,Lithosia quadra,44.673347,6.637311,915.607177734375
Enna,Recurvaria leucatella,44.673347,6.637311,915.607177734375
Enna,Rhyacionia pinicolana,44.673347,6.637311,915.607177734375
Enna,Hyponephele lycaon,44.673051,6.637829,909.01190185546875
Enna,Plebejus argyrognomon,44.673051,6.637829,909.01190185546875
Enna,Chlorophorus varius,44.673051,6.637829,909.01190185546875
Enna,Apatura ilia,44.673499,6.637596,916.86334228515625
Enna,Lysandra coridon,44.683426,6.647632,1238.0830078125
Enna,Laeosopis roboris,44.683205,6.648936,1230.021240234375
Enna,Polyommatus daphnis,44.683257,6.64945,1249.0296630859375
Enna,Polyommatus ripartii,44.683718,6.648982,1251.8499755859375
Enna,Hyponephele lupina,44.683665,6.649025,1251.943603515625
Enna,Hipparchia genava,44.684153,6.649068,1285.16162109375
Enna,Carcharodus lavatherae,44.683535,6.649277,1256.5196533203125
Enna,Cylindromyia rufifrons,44.683535,6.649277,1256.5196533203125
Enna,Eresus kollari,44.661024,6.594551,876.909423828125
Enna,Epacromius tergestinus ,44.657727,6.592657,873.49285888671875
Enna,Chorthippus pullus,44.657727,6.592657,873.49285888671875
Enna,Tetrix tuerki,44.658202,6.594319,871.15179443359375
